2.8e-09 infty 2.28125 8.625 435 0 0 439 0 0
2.8e-09 20.0312 2.84375 8.59375 0 0 56321331 0 0 435569888
2.8e-09 infty 2.20312 8.5625 495 0 0 520 0 0
2.8e-09 infty 2.32812 8.67188 400 0 3309 376 0 0
2.8e-09 infty 1.95312 8.59375 474 0 0 435 0 14654
2.8e-09 20.75 2.40625 8.60938 0 0 0 0 0 493121363
2.8e-09 infty 2.28125 8.625 427 0 124028 436 0 226668
2.8e-09 infty 2.04688 8.6875 344 0 40914 401 0 203265635
2.8e-09 23.7812 1.92188 8.57812 13 0 547780323 11 0 23669
2.8e-09 22.8125 2.23438 8.59375 2 0 0 3 0 444694145
2.8e-09 21.6719 1.98438 8.625 0 0 0 0 0 549179376
2.8e-09 infty 2.53125 8.57812 477 0 620267 445 0 0
2.8e-09 26.25 2.46875 8.67188 54 0 27779 54 0 509434594
2.8e-09 infty 1.98438 8.625 435 0 86855503 453 0 0
2.8e-09 26.7344 1.98438 8.625 133 0 0 111 0 443201549
2.8e-09 infty 2.3125 8.67188 366 0 0 389 0 0
2.8e-09 infty 2.29688 8.65625 363 0 0 398 0 0
2.8e-09 21.1875 2.51562 8.57812 0 0 515850687 0 0 0
2.8e-09 28.2656 2.73438 8.64062 408 0 0 413 0 395669876
2.8e-09 infty 1.96875 8.60938 426 0 0 424 0 0
2.8e-09 24.8281 2.85938 8.625 19 0 5638 18 0 432977310
2.8e-09 24.2656 2.28125 8.625 16 0 497202830 12 0 0
2.8e-09 23.0781 2.21875 8.5625 4 0 440395226 3 0 0
2.8e-09 infty 2.04688 8.6875 360 0 0 361 0 0
2.8e-09 infty 2.29688 8.64062 460 0 129869502 386 0 854116
2.8e-09 20.0781 1.9375 8.57812 0 0 3604363 1 0 540678693
2.8e-09 23.6094 2.26562 8.625 15 0 496826584 12 0 28263716
2.8e-09 infty 2.90625 8.65625 390 0 0 381 0 1325647
2.8e-09 23.625 2.40625 8.59375 3 0 39981354 3 0 396895996
2.8e-09 infty 2.8125 8.57812 472 0 0 470 0 27741
2.8e-09 infty 2.25 8.59375 442 0 0 453 0 0
2.8e-09 21.1562 2.23438 8.59375 0 0 4727856 0 0 498616418
2.8e-09 21.1719 2.39062 8.57812 0 0 556022745 0 0 0
2.8e-09 22.7656 1.9375 8.57812 2 0 0 4 0 562552002
2.8e-09 infty 2.3125 8.65625 427 0 0 371 0 0
2.8e-09 infty 2.75 8.65625 368 0 0 424 0 0
2.8e-09 21.5781 2.90625 8.67188 0 0 464045373 0 0 0
2.8e-09 infty 1.95312 8.60938 478 0 0 440 0 0
2.8e-09 21.5938 2.03125 8.67188 0 0 471891293 0 0 0
2.8e-09 21.8438 2.01562 8.65625 1 0 0 1 0 560719042
2.8e-09 infty 2.20312 8.54688 517 0 0 488 0 0
2.8e-09 19.625 2.73438 8.64062 0 0 460912015 0 0 0
2.8e-09 19.9062 2.8125 8.5625 0 0 380842423 0 0 63485316
