2.8e-09 21.2031 2.48438 9.01562 0 0 434330004 0 0 15263237
2.8e-09 22 3.3125 9.04688 0 0 0 0 0 489776386
2.8e-09 infty 2.85938 9.07812 216 0 0 224 0 0
2.8e-09 20.5312 2.26562 9.125 1 0 427919931 0 0 3009536
2.8e-09 infty 2.98438 9.03125 238 0 0 252 0 0
2.8e-09 21.2344 2.42188 9.10938 0 0 422687759 0 0 0
2.8e-09 infty 2.76562 9.14062 199 0 0 207 0 0
2.8e-09 infty 2.375 9.0625 242 0 0 225 0 0
2.8e-09 infty 2.28125 9.125 206 0 0 216 0 0
2.8e-09 19.9375 2.84375 9.04688 0 0 0 0 0 496389206
2.8e-09 19.5781 2.98438 9.03125 0 0 512683959 0 0 0
2.8e-09 23.7969 2.28125 9.14062 1 0 434040710 0 0 0
2.8e-09 infty 2.4375 9.125 205 0 0 233 0 0
2.8e-09 20.5156 2.51562 9.04688 0 0 0 0 0 443105089
2.8e-09 20.6719 2.84375 9.0625 0 0 403640504 0 0 49497434
2.8e-09 infty 2.42188 9.10938 212 0 0 206 0 0
2.8e-09 infty 2.53125 9.0625 206 0 0 249 0 0
2.8e-09 25.2656 2.79688 9.01562 0 0 497095703 0 0 0
2.8e-09 24.5469 2.51562 9.03125 0 0 521683392 0 0 0
2.8e-09 20.0938 2.35938 9.04688 0 0 202044923 0 0 299726523
2.8e-09 21.1875 2.375 9.0625 0 0 367556142 0 0 95123758
2.8e-09 20.9844 3.04688 9.09375 0 0 0 0 0 482631766
2.8e-09 23.3906 2.45312 9.14062 0 0 478116396 0 0 0
2.8e-09 infty 2.34375 9.03125 230 1 4339632 265 0 0
2.8e-09 infty 2.53125 9.0625 230 0 0 227 0 0
2.8e-09 infty 2.78125 9.14062 184 0 0 183 0 0
2.8e-09 infty 2.54688 9.07812 222 0 0 216 0 0
2.8e-09 21.9844 3.04688 9.09375 0 0 0 0 0 505484871
2.8e-09 infty 2.90625 9.125 208 0 0 199 0 0
2.8e-09 infty 2.89062 9.09375 243 0 0 233 0 0
2.8e-09 infty 2.73438 9.09375 219 0 0 207 0 52623
2.8e-09 20.0781 3.25 9.14062 0 0 519693174 0 0 0
2.8e-09 28.2344 2.90625 9.10938 44 0 460757146 40 0 0
2.8e-09 infty 2.5 9.03125 287 0 0 217 0 0
2.8e-09 21.8125 3.07812 9.125 0 0 0 0 0 508288777
2.8e-09 infty 2.95312 9 228 0 0 264 0 0
2.8e-09 infty 3.04688 9.09375 210 0 0 208 0 0
2.8e-09 21.0312 2.375 9.0625 0 0 444286772 0 0 0
2.8e-09 20.4375 2.53125 9.0625 0 0 507834815 0 0 0
2.8e-09 infty 2.90625 9.10938 214 0 0 224 0 0
2.8e-09 infty 2.79688 9.01562 236 0 0 219 0 0
2.8e-09 infty 2.45312 9.14062 196 0 0 186 0 0
2.8e-09 infty 2.90625 9.10938 232 0 0 203 0 0
2.8e-09 infty 2.76562 9.125 182 0 0 208 0 0
2.8e-09 22.7344 2.42188 9.10938 0 0 452669988 0 0 0
2.8e-09 22 2.90625 9.10938 0 0 0 0 0 496972048
2.8e-09 23.6094 2.42188 9.10938 0 0 442296730 0 0 0
2.8e-09 20.6875 2.75 9.10938 0 0 342812066 0 0 101264229
2.8e-09 20.0781 2.29688 9.5 0 0 0 0 0 513529067
2.8e-09 infty 2.3125 9 285 0 0 265 0 0
2.8e-09 22.6875 2.45312 9.14062 1 0 492560645 0 0 0
2.8e-09 infty 2.75 9.125 186 0 0 189 0 0
2.8e-09 22.6562 2.96875 9.03125 0 0 0 0 0 527558986
2.8e-09 infty 2.35938 9.04688 269 0 0 236 0 0
2.8e-09 infty 2.35938 9.04688 226 0 0 237 0 0
2.8e-09 21.5781 2.78125 9.14062 0 0 109984941 0 0 312784052
2.8e-09 24.2344 2.25 9.10938 0 0 0 0 0 492601767
2.8e-09 20.6562 2.3125 9 0 0 470256769 0 0 0
2.8e-09 21.9375 2.79688 9 0 0 0 0 0 411517383
2.8e-09 infty 2.90625 9.10938 230 0 0 209 0 0
2.8e-09 infty 2.29688 9.14062 221 0 0 216 0 0
2.8e-09 21.7344 2.375 9.0625 0 0 429822437 0 0 0
2.8e-09 22.1719 2.5625 9.09375 0 0 0 0 0 496400979
2.8e-09 22.1875 2.8125 9.03125 0 0 485052688 0 0 0
2.8e-09 infty 2.26562 9.125 208 0 0 198 0 0
2.8e-09 infty 2.34375 9.03125 240 0 0 186 0 0
2.8e-09 30.0156 2.53125 9.04688 253 2 314986909 226 0 0
2.8e-09 infty 2.40625 9.09375 213 0 0 194 0 0
2.8e-09 infty 2.78125 9.14062 214 0 0 193 0 0
2.8e-09 infty 2.35938 9.04688 237 0 0 255 0 0
2.8e-09 22.5156 2.82812 9.04688 0 0 0 1 0 495409523
2.8e-09 23.7344 2.4375 9.125 0 0 0 0 0 484521563
2.8e-09 infty 3.28125 9.01562 237 0 0 274 0 0
2.8e-09 22.0781 2.875 9.09375 1 0 436329575 0 0 0
2.8e-09 22.2031 2.3125 9 0 0 0 0 0 473777520
2.8e-09 27.1719 2.39062 9.07812 18 0 0 16 0 480573189
2.8e-09 21.2344 2.98438 9.04688 0 0 424214777 0 0 0
2.8e-09 21.3906 2.9375 8.98438 0 0 0 0 0 432894486
2.8e-09 infty 2.48438 9.01562 251 0 0 248 0 0
2.8e-09 22.5781 2.73438 9.10938 0 0 0 0 0 445981072
2.8e-09 21.5781 2.85938 9.07812 1 0 422822624 0 0 0
2.8e-09 29.4375 2.40625 9.09375 152 0 0 173 0 461091498
2.8e-09 21.2812 2.92188 9.125 0 0 520835128 0 0 0
2.8e-09 infty 2.75 9.10938 218 0 0 234 0 0
2.8e-09 infty 3.0625 9.10938 224 0 0 223 0 0
2.8e-09 21.5 2.46875 8.98438 0 0 479729874 0 0 0
2.8e-09 22.0469 2.8125 9.01562 0 0 452480577 0 0 0
2.8e-09 infty 2.75 9.10938 199 0 0 226 0 0
2.8e-09 infty 3.03125 9.07812 228 0 0 216 0 0
2.8e-09 infty 2.90625 9.10938 217 0 0 234 0 0
