2.8e-09 infty 2.5 9.04688 1421 0 36389 1359 0 0
2.8e-09 infty 2.4375 9.14062 1191 0 0 1199 0 0
2.8e-09 20.5938 3.03125 9.09375 0 0 421566678 0 0 0
2.8e-09 infty 2.42188 9.125 1228 0 0 1191 0 0
2.8e-09 22.7656 3.29688 9.04688 13 0 411110697 11 0 49794
2.8e-09 21.8125 2.48438 9.1875 5 0 0 5 0 395519970
2.8e-09 20.4531 3.34375 9.07812 1 0 40808 0 0 402589791
2.8e-09 infty 2.39062 9.07812 1371 0 156455112 1276 0 0
2.8e-09 infty 2.85938 9.09375 1345 0 0 1363 0 31806437
2.8e-09 infty 2.92188 9.14062 1185 0 135267208 1159 0 0
2.8e-09 24.6406 2.34375 9.04688 203 0 0 185 0 395363120
2.8e-09 24.6406 2.89062 9.10938 226 0 0 231 0 410852976
2.8e-09 infty 2.45312 9.15625 1189 0 0 1157 0 0
2.8e-09 infty 2.79688 9.1875 1017 0 0 1075 0 19978
2.8e-09 infty 2.35938 9.0625 1378 0 325514 1310 0 0
2.8e-09 infty 2.42188 9.125 1308 0 63588 1230 0 0
2.8e-09 26.9688 2.78125 9.15625 1156 0 272729366 1180 0 0
2.8e-09 infty 2.45312 9.15625 1157 2 2028185 1192 0 36875
2.8e-09 infty 2.5 9.04688 1430 0 0 1348 0 0
2.8e-09 infty 2.54688 9.09375 1287 0 0 1308 0 0
2.8e-09 21.7812 3.03125 9.09375 4 0 461249113 6 0 0
2.8e-09 26.1875 2.90625 9.125 699 0 454325150 719 0 0
2.8e-09 infty 2.78125 9.15625 1155 0 0 1073 0 0
2.8e-09 infty 2.78125 9.15625 1174 0 0 1160 0 0
2.8e-09 26.125 2.875 9.09375 983 0 0 926 0 500870813
2.8e-09 infty 2.375 9.07812 1344 0 0 1399 0 80627402
2.8e-09 infty 2.79688 9.17188 1141 0 0 1128 0 0
2.8e-09 infty 2.32812 9.1875 1077 0 22433 1064 0 0
2.8e-09 infty 2.79688 9.17188 1148 0 111586 1125 0 1065
2.8e-09 infty 2.78125 9.17188 1134 0 0 1146 0 0
2.8e-09 21.0938 3.3125 9.04688 0 0 0 1 0 424531152
2.8e-09 infty 2.76562 9.14062 1171 0 58085 1200 0 0
2.8e-09 22.2812 3.28125 9.1875 10 0 168606655 12 0 240497083
