11.8633 2.5 0 0.000600207 16585199
11.8359 2.47266 0 0.000626567 17376128
11.6289 2.68359 0 0.000654761 15816590
11.8867 2.67969 0 0.000568622 16001482
11.7148 2.73438 0 0.000572616 14440999
11.8672 2.50781 0 0.000575816 16327952
11.8711 2.5 0 0.000581707 16560516
11.6914 2.73047 0 0.000590526 14576198
12.0273 2.46875 0 0.000611699 17588461
11.8008 2.46484 0 0.000641804 17648719
11.5625 2.5 0 0.000716826 16584961
11.9727 2.44141 0 0.000672089 18382981
11.7461 2.76953 0 0.000533639 13502444
12.0195 2.46094 0 0.000619765 17745035
12.0859 2.46094 0 0.000521597 17841163
11.9297 2.48828 0 0.000521158 16986939
11.7109 2.77734 0 0.000565323 13344191
12.0273 2.35938 0 0.000607616 21378811
11.5391 2.69141 0 0.000748316 15656127
11.9297 2.68359 0 0.000538006 15835334
12.0742 2.50781 0 0.000429149 16381250
11.8438 2.50391 0 0.000611738 16429827
12.0312 2.45703 0 0.000591604 17905663
11.8203 2.68359 0 0.000623629 15814570
11.9688 2.73828 0 0.000503264 14356369
11.8477 2.47656 0 0.000602679 17348940
12.0781 2.44141 0 0.00055475 18405092
12.0938 2.44141 0 0.00053314 18406397
11.9492 2.50391 0 0.000508452 16462961
11.8711 2.48828 0 0.000590135 16926253
11.9258 2.68359 0 0.000545757 15869208
11.6641 2.74219 0 0.000610124 14205520
12.0703 2.46484 0 0.000576316 17725632
12.043 2.45703 0 0.000592796 17941252
11.9023 2.71484 0 0.000554265 15014910
12.0039 2.37891 0 0.000619777 20674589
11.8945 2.70312 0 0.000571221 15317736
11.9727 2.75391 0 0.000485878 13972958
11.9922 2.51172 0 0.000472554 16193379
12.0469 2.40234 0 0.000599397 19727278
11.9062 2.50391 0 0.000553477 16478557
11.7266 2.46094 0 0.000743969 17743782
12.0703 2.44141 0 0.000559134 18441030
11.8477 2.47266 0 0.000615013 17471880
11.9688 2.41797 0 0.000666612 19270631
12.0664 2.46094 0 0.000566739 17781944
11.8828 2.51172 0 0.000568121 16240021
11.8125 2.50391 0 0.000644779 16419904
11.8398 2.68359 0 0.000619219 15775115
11.668 2.74219 0 0.000609947 14268543
12.0039 2.40625 0 0.000615883 19708406
12.0312 2.44922 0 0.000601209 18188175
12.0742 2.40625 0 0.000565575 19659054
12.0586 2.44922 0 0.000558518 18164502
11.543 2.70703 0 0.000768063 15162999
12.0469 2.42188 0 0.000591987 19063143
11.6367 2.72656 0 0.000650121 14607016
12.043 2.41016 0 0.000584678 19483052
11.8633 2.69141 0 0.00058937 15640945
11.8359 2.69922 0 0.000620271 15370895
11.875 2.48438 0 0.000583841 17020169
11.9961 2.41016 0 0.000622586 19441630
12.0117 2.44531 0 0.0006338 18361678
11.9219 2.33984 0 0.000702458 22174922
11.7656 2.46484 0 0.000698972 17614244
12 2.40625 0 0.000625467 19579695
11.8281 2.51562 0 0.000637777 16058094
12.0625 2.46875 0 0.000568175 17540474
11.6914 2.71875 0 0.00058774 14833066
11.832 2.69141 0 0.000628945 15588839
11.957 2.6875 0 0.000505401 15770395
11.9531 2.4375 0 0.000674715 18527294
11.9141 2.70312 0 0.000544016 15248103
11.6289 2.74219 0 0.00065751 14180413
11.7734 2.47656 0 0.000701035 17303445
11.9609 2.48047 0 0.000503057 17197251
12.0586 2.47266 0 0.000563412 17470550
12.0898 2.44922 0 0.00054441 18161942
11.5469 2.69922 0 0.000737547 15445979
12.0195 2.44141 0 0.000603669 18465642
11.6133 2.6875 0 0.000674804 15766296
12.125 2.46094 0 0.000503835 17849593
12.0273 2.44531 0 0.00060307 18261028
12.0547 2.46094 0 0.000575527 17759622
12.0547 2.43359 0 0.000576711 18643832
11.6289 2.71875 0 0.000656297 14814697
11.8984 2.69141 0 0.000565412 15645380
11.7695 2.48047 0 0.000693049 17178761
11.8945 2.71875 0 0.000573319 14897291
11.957 2.41016 0 0.000675605 19462555
11.8359 2.68359 0 0.000619272 15885614
11.9102 2.67578 0 0.000543576 16016981
11.8008 2.48047 0 0.000667859 17188692
11.8828 2.72266 0 0.00057027 14710486
11.6992 2.73828 0 0.000579703 14332561
11.832 2.48047 0 0.000624275 17213336
11.9688 2.68359 0 0.000501508 15835384
11.9102 2.51562 0 0.000557316 16120076
11.7891 2.50391 0 0.000661516 16436761
11.625 2.74609 0 0.000656764 14140748
11.8281 2.51172 0 0.000624816 16200495
11.6289 2.76172 0 0.000650808 13734690
12.082 2.46094 0 0.000545899 17851505
11.8477 2.69531 0 0.000627167 15460133
11.9141 2.48828 0 0.000542544 16977897
11.625 2.67969 0 0.000632974 15934477
12.0117 2.42578 0 0.000610965 18896482
11.8398 2.47656 0 0.00060199 17233604
12.0195 2.44922 0 0.000594855 18237514
11.9141 2.70312 0 0.000529969 15319103
11.8477 2.49219 0 0.000598769 16852010
11.8242 2.51172 0 0.000642644 16225141
11.8438 2.50781 0 0.00061046 16392629
12.0234 2.46094 0 0.00059421 17806138
12.0859 2.47266 0 0.000536069 17453186
11.8867 2.67969 0 0.000570984 15931778
12.0469 2.38672 0 0.000580756 20324516
11.6758 2.77734 0 0.000604501 13383476
11.9844 2.67969 0 0.000478102 15948898
11.5977 2.51172 0 0.000694428 16256151
12.0781 2.4375 0 0.000560809 18507892
11.5859 2.73828 0 0.000697342 14363523
11.9102 2.73047 0 0.000557113 14586553
12.0586 2.42578 0 0.000582312 18958108
12.0117 2.44531 0 0.000629637 18352464
