1.6e-10 2.07812 2.5 0 199543278 0 0 199483869 0 0
1.6e-10 2.26562 2.875 0 256227199 0 0 256078800 0 0
1.6e-10 2.39062 3 0 210171050 0 0 210089423 0 0
1.6e-10 1.65625 2.26562 0 223170082 0 0 223212386 0 0
1.6e-10 1.8125 2.42188 0 231053832 0 0 230772020 0 5
1.6e-10 2.29688 2.89062 0 247048722 0 0 247025744 0 0
1.6e-10 1.67188 2.26562 0 222458586 0 0 222373521 0 0
1.6e-10 2.78125 3.39062 0 256583444 0 0 256304584 0 0
1.6e-10 1.8125 2.40625 0 234704214 0 2 235001655 0 0
1.6e-10 2.73438 3.32812 0 212452285 0 0 212633043 0 0
1.6e-10 1.85938 2.46875 0 212167538 0 0 212303239 0 0
1.6e-10 1.71875 2.3125 0 205795357 2 1 205843254 0 0
1.6e-10 1.84375 2.4375 0 221273212 0 0 221351604 0 0
1.6e-10 1.75 2.35938 0 258177554 2 0 258220435 0 0
1.6e-10 1.76562 2.35938 0 253016757 0 0 253173466 0 0
1.6e-10 1.67188 2.28125 0 217849214 0 0 217994030 0 4
1.6e-10 1.67188 2.26562 0 222615135 0 0 222595172 1 0
1.6e-10 2.39062 3 0 208643431 0 0 208714663 0 0
1.6e-10 2.29688 2.90625 0 243974279 0 0 244144109 0 0
1.6e-10 1.875 2.46875 0 210134666 0 0 210044715 0 0
1.6e-10 1.8125 2.42188 0 232651416 0 0 232628990 0 0
1.6e-10 1.67188 2.28125 0 220273035 0 0 220324174 0 0
1.6e-10 2.39062 3 0 208555016 0 0 208813442 0 0
1.6e-10 2.25 2.85938 0 197932956 0 0 198001994 0 0
1.6e-10 1.67188 2.26562 0 223097057 1 0 223093757 0 0
1.6e-10 1.79688 2.39062 0 240656542 0 0 240752431 0 0
1.6e-10 1.875 2.48438 0 207984157 0 0 207960702 0 0
1.6e-10 1.85938 2.45312 0 215750125 0 0 215814337 0 0
1.6e-10 2.10938 2.53125 0 253073967 1 0 253189964 0 0
1.6e-10 1.875 2.48438 0 206871300 0 0 206788244 1 0
1.6e-10 2.64062 3.07812 0 245041745 0 0 245326002 0 0
1.6e-10 1.8125 2.40625 0 235063608 0 0 235022865 0 0
1.6e-10 2.20312 2.8125 0 213253107 0 0 213271838 1 0
1.6e-10 1.85938 2.46875 0 214697971 0 0 214638616 0 0
1.6e-10 1.67188 2.26562 0 222344550 0 0 222374583 0 0
1.6e-10 2.20312 2.8125 0 215370994 0 0 215418605 0 0
1.6e-10 2.60938 3.03125 0 261400506 0 0 261496632 0 0
1.6e-10 2.20312 2.79688 0 216030829 0 0 215951743 0 0
1.6e-10 1.75 2.35938 0 256135042 0 0 256275660 0 0
1.6e-10 1.84375 2.45312 0 220663888 0 0 220724648 0 0
1.6e-10 2.6875 3.28125 0 230184804 0 0 230106856 0 0
1.6e-10 1.78125 2.39062 0 243261152 1 0 243281220 1 0
1.6e-10 2.39062 3 0 207616097 0 0 207670930 0 0
1.6e-10 1.67188 2.28125 0 217713062 0 5 217796707 0 0
1.6e-10 1.75 2.35938 0 258512686 0 0 258515046 0 0
1.6e-10 1.71875 2.32812 0 204087402 0 0 204102446 0 0
1.6e-10 1.84375 2.45312 0 217649833 0 0 217538418 0 0
1.6e-10 2.34375 2.95312 0 226385293 0 0 226563595 0 0
1.6e-10 2.73438 3.34375 0 207538762 0 2 207565455 0 0
1.6e-10 1.70312 2.3125 0 207896265 0 0 207760896 0 16
1.6e-10 1.76562 2.375 0 251141161 0 0 251423541 0 0
1.6e-10 2.09375 2.53125 0 257260050 0 0 257255957 0 0
1.6e-10 1.8125 2.40625 0 232941978 0 0 232939284 0 0
1.6e-10 2.26562 2.85938 0 260457342 0 0 260474219 0 0
1.6e-10 1.8125 2.42188 0 230548637 0 0 230653595 0 0
1.6e-10 1.875 2.48438 0 208634156 0 0 208698524 0 0
1.6e-10 1.67188 2.28125 0 217829001 0 0 217774573 0 0
1.6e-10 1.65625 2.25 0 226803784 0 0 226839568 0 0
1.6e-10 2.70312 3.29688 0 223112674 0 0 223128693 0 0
1.6e-10 2.8125 3.40625 0 247259702 0 0 247131248 1 0
1.6e-10 1.76562 2.375 0 249295045 0 0 249319495 0 0
1.6e-10 1.76562 2.375 0 251261555 0 0 251496390 0 0
1.6e-10 1.84375 2.45312 0 220642356 0 0 220467936 0 0
1.6e-10 2.15625 2.76562 0 229992699 0 0 230221025 0 0
1.6e-10 2.65625 3.26562 0 238386168 0 0 238532944 0 0
1.6e-10 1.70312 2.29688 0 209744105 0 0 209791072 0 0
1.6e-10 2.0625 2.5 0 204286953 2 4 204204968 0 0
1.6e-10 1.79688 2.39062 0 241401260 0 0 241112983 0 0
1.6e-10 2.78125 3.39062 0 258220467 0 2 258152947 0 0
1.6e-10 2.32812 2.92188 0 235356747 0 0 235331624 0 0
1.6e-10 2.64062 3.0625 0 246399500 0 0 246285431 0 0
1.6e-10 2.09375 2.51562 0 259334209 0 0 259613576 0 0
1.6e-10 1.82812 2.4375 0 224173121 0 0 224272035 0 0
1.6e-10 2.375 2.98438 0 213907310 0 0 214086414 0 0
1.6e-10 2.14062 2.5625 0 241578271 0 0 241583416 0 0
1.6e-10 1.875 2.46875 0 210875053 0 0 210781215 0 0
1.6e-10 2.28125 2.875 0 253861932 0 0 253827128 0 0
1.6e-10 2.14062 2.5625 0 240855699 0 0 240746398 0 0
1.6e-10 1.65625 2.26562 0 223774323 1 0 223791858 0 0
1.6e-10 1.78125 2.375 0 246694863 0 0 246649682 0 0
1.6e-10 1.82812 2.42188 0 228034360 0 0 227952719 0 0
1.6e-10 2.28125 2.89062 0 248896129 0 0 248491007 0 0
1.6e-10 2.25 2.85938 0 199344316 0 0 199314568 0 0
1.6e-10 2.26562 2.875 0 255689943 0 0 255501554 0 0
1.6e-10 1.6875 2.29688 0 214732237 0 0 214701033 0 0
1.6e-10 2.10938 2.53125 0 252946236 1 0 252829064 0 0
1.6e-10 2.70312 3.3125 0 219417257 0 0 219344127 0 0
1.6e-10 1.84375 2.45312 0 220952401 0 0 221036640 0 0
1.6e-10 2.17188 2.78125 0 225405962 0 0 225379712 0 0
1.6e-10 2.09375 2.53125 0 257665092 0 0 257597856 0 0
1.6e-10 1.6875 2.28125 0 215744958 0 0 215791914 0 0
1.6e-10 2.14062 2.5625 0 241192620 0 0 241134410 0 0
1.6e-10 2.39062 3 0 209459107 0 0 209508500 2 0
1.6e-10 1.78125 2.39062 0 241524010 0 0 241633433 0 0
1.6e-10 1.6875 2.28125 0 216962513 0 0 217022122 0 0
1.6e-10 2.25 2.85938 0 196435699 0 0 196462555 0 0
1.6e-10 2.625 3.04688 0 254364907 0 0 254536003 0 0
1.6e-10 2.26562 2.875 0 255042039 0 0 255224093 0 0
1.6e-10 1.79688 2.40625 0 235934151 0 0 235821151 0 0
1.6e-10 1.6875 2.28125 0 217377505 0 0 217379697 0 0
1.6e-10 2.57812 3.01562 0 204912800 0 0 205062226 0 0
1.6e-10 2.3125 2.92188 0 237385541 1 0 237340861 0 0
1.6e-10 2.23438 2.84375 0 202780569 0 0 202831982 0 0
1.6e-10 1.8125 2.42188 0 229739504 0 0 229626202 0 0
1.6e-10 1.65625 2.26562 0 225179147 0 0 225087737 0 0
1.6e-10 1.79688 2.39062 0 239412712 0 0 239547739 0 0
1.6e-10 1.70312 2.3125 0 207982094 0 0 207972546 0 0
1.6e-10 2.32812 2.9375 0 231535633 0 0 231620236 0 0
1.6e-10 2.67188 3.26562 0 234714165 0 0 234713918 0 0
1.6e-10 2.23438 2.84375 0 203256322 0 0 203108248 0 0
1.6e-10 1.70312 2.29688 0 210314415 0 0 210321725 0 0
1.6e-10 1.73438 2.34375 0 197577502 0 4 197634027 1 0
1.6e-10 2.29688 2.90625 0 245334846 0 0 245268691 0 0
1.6e-10 2.32812 2.92188 0 234890763 0 0 235019075 0 0
1.6e-10 2.07812 2.5 0 200760185 0 0 200756166 0 0
1.6e-10 1.8125 2.42188 0 230626370 0 0 230486595 0 12
1.6e-10 2.59375 3.03125 0 198098151 0 0 198276950 0 8
1.6e-10 1.82812 2.4375 0 224063785 0 0 224050972 0 0
1.6e-10 2.57812 3.01562 0 203226354 0 0 203061225 0 0
1.6e-10 2.125 2.5625 0 243784339 0 0 243693680 0 0
1.6e-10 2.23438 2.82812 0 205295265 0 0 205340283 0 0
1.6e-10 1.65625 2.26562 0 225166003 0 0 225075139 0 0
1.6e-10 1.85938 2.46875 0 213864205 0 0 213839284 0 0
1.6e-10 2.23438 2.84375 0 204376606 0 0 204459138 0 0
1.6e-10 2.79688 3.40625 0 250931417 0 0 250798295 0 0
1.6e-10 2.25 2.85938 0 198907046 0 0 198885923 0 0
1.6e-10 1.70312 2.3125 0 207695292 1 7 207719981 0 0
1.6e-10 2.1875 2.79688 0 218691158 0 0 218420716 0 0
1.6e-10 1.78125 2.375 0 246461509 1 0 246280201 0 0
1.6e-10 1.78125 2.375 0 247008119 0 0 246847891 0 0
1.6e-10 2.23438 2.82812 0 206876438 0 12 206734571 0 0
1.6e-10 2.32812 2.9375 0 232866379 0 0 232843621 0 0
1.6e-10 1.78125 2.39062 0 244031034 0 0 244113410 0 0
1.6e-10 2.6875 3.29688 0 224701785 0 0 224598937 0 0
1.6e-10 2.21875 2.82812 0 207513153 0 0 207468059 0 0
1.6e-10 1.71875 2.32812 0 203825813 0 0 203578379 0 0
1.6e-10 1.76562 2.375 0 248288521 0 0 248270650 0 0
1.6e-10 1.875 2.46875 0 210779697 0 0 210552483 0 0
1.6e-10 2.20312 2.79688 0 217802390 0 0 217657736 0 0
1.6e-10 1.65625 2.26562 0 223178109 0 0 223264299 0 0
1.6e-10 2.78125 3.39062 0 257948405 0 0 257771646 0 0
1.6e-10 2.64062 3.0625 0 246573445 0 0 246436978 0 0
1.6e-10 2.65625 3.07812 0 241962740 0 0 241870390 0 0
1.6e-10 2.10938 2.54688 0 250805616 0 0 250702670 0 0
1.6e-10 1.84375 2.45312 0 219253948 0 0 219234025 0 0
1.6e-10 2.35938 2.96875 0 221572097 0 0 221418003 0 0
1.6e-10 1.82812 2.4375 0 226571318 0 0 226705414 0 0
1.6e-10 1.70312 2.3125 0 207811327 0 0 207804418 0 0
1.6e-10 2.23438 2.84375 0 203066453 0 0 203064602 0 0
1.6e-10 2.8125 3.42188 0 244772555 0 0 244630079 0 0
1.6e-10 1.73438 2.32812 0 200786207 0 0 200727125 0 0
1.6e-10 1.71875 2.32812 0 201674413 0 0 201643861 0 0
1.6e-10 2.59375 3.03125 0 198688623 0 0 198695950 0 0
1.6e-10 1.84375 2.4375 0 221609603 0 0 221657515 0 0
1.6e-10 2.32812 2.9375 0 229901552 0 0 229832262 0 0
1.6e-10 1.6875 2.28125 0 216034352 0 0 216096163 0 0
1.6e-10 2.0625 2.5 0 201701234 0 0 201722491 0 0
