1 0 0 0 440444622 0 
0 1 0 0 12107521 442990841 
0 0 0 0 0 436182855 
0 1 0 0 0 423818102 
1 1 0 0 0 388748137 
0 0 0 0 0 391136110 
0 0 0 0 492613801 0 
0 0 0 0 418361068 0 
0 0 0 0 0 452006929 
1 0 0 0 0 507455264 
0 1 0 0 437436690 0 
0 0 0 0 0 495056687 
0 0 0 0 272532114 110206356 
0 0 0 0 355043163 151519182 
0 0 0 0 249345739 152227316 
0 0 0 0 486871460 0 
0 0 0 0 0 402139324 
0 0 0 0 0 487832825 
0 0 0 0 0 395536895 
0 0 0 0 144555053 269581753 
0 0 0 0 408201758 0 
0 0 3 0 446062100 0 
0 0 0 0 37001947 367750033 
1 0 0 0 483900633 0 
0 0 0 0 490134606 0 
0 1 0 0 0 478624426 
0 0 0 0 477646796 0 
6 4 0 0 475996594 0 
0 2 0 0 0 400324771 
0 0 0 0 192937318 266169666 
26 8 0 0 430233487 0 
0 0 0 0 419523788 0 
0 0 0 0 393410114 10942930 
0 0 0 0 366124516 116985114 
0 0 0 0 17334927 428525304 
7 3 2 0 493390179 0 
1 0 0 0 32499149 442738768 
1 0 0 0 389278737 0 
0 0 0 0 0 488494860 
0 1 0 0 0 470821038 
0 1 0 0 0 463141037 
8 6 4 0 496901537 0 
0 0 0 0 45760958 378549974 
0 0 0 0 381524728 0 
0 0 0 0 1824770 390231894 
0 0 0 0 451702623 0 
0 0 0 0 0 472165207 
0 0 0 0 0 422469315 
0 0 0 0 419011523 0 
0 0 0 0 0 505438539 
0 0 0 0 454700876 0 
99 95 21 0 507488865 0 
0 1 0 0 504436982 0 
0 0 0 0 405099389 98567737 
1 5 0 0 0 423150892 
0 1 0 0 390478474 0 
0 0 0 0 0 441993472 
0 1 0 0 0 457031303 
0 0 0 0 293560548 112728764 
0 0 0 0 225928436 235847579 
1 1 0 0 337018921 170153751 
0 0 0 0 480851974 0 
0 0 0 0 423347838 0 
1 0 0 0 0 433116969 
0 0 0 0 369788140 103137335 
0 0 0 0 441857085 47359562 
0 0 0 0 0 412913564 
0 0 0 0 452555032 0 
0 0 0 0 0 475542154 
0 1 0 0 38620374 436989910 
1 0 0 0 385369342 0 
13 15 0 0 482860522 0 
0 0 0 0 0 420659681 
1 0 0 0 491700936 0 
1 0 0 0 386834112 0 
0 0 0 0 153213738 349452092 
0 0 0 0 80116928 359839594 
0 0 0 0 0 438211255 
0 0 0 0 440375431 0 
1 2 0 0 0 396636817 
0 0 0 0 468136655 0 
0 0 0 0 0 383709597 
1 0 0 0 0 408963691 
0 0 0 0 387807329 34808595 
1 0 0 0 0 482363445 
0 0 0 0 233914381 215071440 
0 0 0 0 104820792 369145466 
0 1 0 0 0 386669398 
0 0 0 0 401039651 7334005 
0 3 0 4 0 397443142 
0 0 0 0 430562597 0 
3 1 0 1 0 426486793 
0 0 0 1 0 382876883 
0 5 5 0 238637339 226025714 
0 0 0 0 468679302 0 
0 0 0 0 445501960 0 
1 0 0 0 0 449900623 
0 0 0 0 0 483330210 
0 0 0 0 403122763 0 
0 0 0 0 0 494320663 
0 0 0 0 366666400 28957101 
4 3 0 0 0 447632251 
0 0 0 0 416379565 0 
1 0 0 0 399191937 0 
1 1 2 0 502574613 0 
0 1 0 0 410527560 0 
0 0 0 0 61881205 417891861 
1 0 0 0 0 425673326 
0 0 0 1 359960984 56374819 
0 0 0 0 0 454993530 
1 1 2 0 434032693 0 
0 0 0 0 503247856 0 
0 0 0 0 477993754 0 
0 0 0 0 0 421144170 
1 0 0 0 0 479645687 
2 0 0 0 483328559 0 
0 0 0 0 339132500 84192006 
0 2 0 0 471174529 0 
0 0 0 0 212355730 218610662 
0 0 0 0 0 502019998 
0 1 0 0 398314468 0 
40 35 0 0 0 422290648 
0 0 0 0 442112697 0 
7 5 0 4 0 482984853 
0 0 0 0 346601032 35013461 
