2.8e-09 24.0469 2.92188 11.0938 5 0 140164717 5 0 279902992
2.8e-09 infty 2.84375 11.3906 154 0 0 154 0 0
2.8e-09 21.9219 2.82812 11.3594 0 0 418004051 0 0 492049
2.8e-09 infty 2.78125 11.1875 180 0 0 156 0 0
2.8e-09 infty 2.96875 11.2344 165 0 1266838 148 0 477419
2.8e-09 20.5938 3.375 11.5 0 0 0 0 0 435960680
2.8e-09 22.9062 3.51562 11.3906 1 0 0 1 0 499742991
2.8e-09 infty 2.95312 11.2031 163 0 0 200 0 0
2.8e-09 24.9219 3.29688 11.2031 3 0 0 4 0 435765143
2.8e-09 21.4844 2.89062 11.0469 0 0 402372162 0 0 0
2.8e-09 21.0938 3.03125 10.9844 0 0 448822574 0 0 19539
2.8e-09 21.2812 2.78125 11.2031 0 0 408611833 0 0 171612
2.8e-09 21.2344 2.9375 11.1562 0 0 0 0 0 467834605
2.8e-09 infty 2.8125 11.2656 161 0 13059464 143 0 24612501
2.8e-09 26.9688 3.5 11.3281 61 0 412846537 72 0 0
2.8e-09 infty 3.48438 11.25 146 0 0 139 0 0
2.8e-09 infty 2.79688 11.2188 173 0 1129316 165 0 0
2.8e-09 infty 2.54688 11.0312 177 0 0 214 0 3878864
2.8e-09 24.9688 3.5625 11.0156 6 0 438699747 9 0 0
2.8e-09 22.3281 3.5 11.2969 1 0 409094316 2 0 751354
2.8e-09 infty 3.78125 11.1406 170 0 0 168 0 0
2.8e-09 26.1562 3.375 10.9844 54 0 516454983 45 0 0
2.8e-09 26.75 2.875 11.0156 61 0 192536871 59 0 216483180
2.8e-09 26.7188 3.39062 11.0156 78 0 274449429 46 0 139789091
2.8e-09 21.0469 3.48438 11.2344 0 0 3 0 0 482932539
2.8e-09 infty 3.39062 11.0156 172 0 0 187 0 0
2.8e-09 20.9375 2.92188 11.125 0 0 432488488 0 0 716508
2.8e-09 23.1875 2.82812 11.3281 0 0 467 0 0 420558023
2.8e-09 22.5781 2.54688 11.0312 0 0 448626168 0 0 0
2.8e-09 infty 2.75 11.1094 179 0 0 171 0 0
2.8e-09 22.5156 2.76562 11.125 1 0 24 0 0 466149742
