1.6e-10 1.67188 2.03125 0 233602598 0 233518452 0
1.6e-10 1.84375 2.35938 0 221766345 0 221677256 0
1.6e-10 1.76562 2.28125 0 256262357 0 256260824 0
1.6e-10 1.64062 2.01562 0 244653447 9 244475533 0
1.6e-10 1.71875 2.25 0 207936448 0 207844399 0
1.6e-10 1.5625 1.9375 0 212277793 0 212276487 0
1.6e-10 1.60938 1.98438 0 259018795 0 258842206 0
1.6e-10 1.71875 2.25 0 207252118 0 207236452 0
1.6e-10 1.67188 2.04688 0 229590418 0 229476660 0
1.6e-10 1.78125 2.3125 0 248011610 0 247624966 0
1.6e-10 1.84375 2.375 0 217078763 0 217019813 0
1.6e-10 2.29688 2.8125 0 220437955 0 220377629 0
1.6e-10 1.39062 1.90625 0 225521513 0 225713220 0
1.6e-10 1.79688 2.32812 0 239468224 0 239600776 0
1.6e-10 1.625 2 0 253919310 0 253998364 0
1.6e-10 1.70312 2.23438 0 215026969 0 214891503 0
1.6e-10 1.375 1.90625 0 228984752 0 228889351 0
1.6e-10 2.1875 2.5625 0 272223239 0 272415140 0
1.6e-10 1.34375 1.85938 0 245203302 0 245349143 0
1.6e-10 1.32812 1.84375 0 255053526 0 255055431 0
1.6e-10 2.07812 2.45312 0 245669764 0 245396231 0
1.6e-10 1.60938 1.98438 0 256382052 0 256218855 0
1.6e-10 1.64062 2.01562 0 245527150 0 245644441 0
1.6e-10 2.14062 2.5 0 223713639 1 223542184 0
1.6e-10 1.78125 2.29688 0 249359090 0 249271961 3
1.6e-10 2.14062 2.51562 0 219107819 22 219184169 0
1.6e-10 1.79688 2.3125 0 241182884 0 240996736 0
1.6e-10 1.3125 1.84375 0 258011006 0 258021652 0
1.6e-10 1.32812 1.84375 0 254386310 4 254227764 0
1.6e-10 1.54688 1.92188 0 222615861 0 222578046 0
1.6e-10 1.5625 1.9375 0 214831367 0 215037151 0
1.6e-10 1.54688 1.92188 0 221156813 0 221163618 0
1.6e-10 1.34375 1.875 0 240962767 0 240982173 1
1.6e-10 2.09375 2.46875 0 238333529 0 238417516 0
1.6e-10 1.75 2.28125 0 262762316 0 262851544 0
1.6e-10 1.54688 1.92188 0 221795526 0 221692762 0
1.6e-10 1.54688 1.90625 0 223169181 0 223129476 0
1.6e-10 1.79688 2.32812 0 240685495 0 240566983 0
1.6e-10 2.14062 2.51562 0 220594835 0 220726639 0
1.6e-10 1.375 1.90625 0 229037009 0 228978741 0
1.6e-10 2.26562 2.78125 0 231784256 0 231810704 0
