8.3e-09 17.1094 2 8.1875 1 309054914 1 22831797
8.3e-09 15.1875 2.35938 8.1875 0 601270 0 295811866
8.3e-09 18.5469 1.98438 8.17188 7 485164 5 370105902
8.3e-09 17.375 2.03125 8.1875 1 163043025 1 177486282
8.3e-09 16.6406 1.84375 8.1875 0 0 0 312546725
8.3e-09 15.9688 1.84375 8.1875 0 1029094 0 314245647
8.3e-09 17.7344 2.28125 8.35938 1 290005776 1 16311600
8.3e-09 infty 1.95312 8.29688 4536 3252 4437 407
8.3e-09 17.8281 2 8.1875 1 0 0 297164026
8.3e-09 16.6875 2.79688 8.1875 0 0 1 301374818
8.3e-09 18.25 1.9375 8.1875 5 0 5 364781419
8.3e-09 18.2344 2.32812 8.1875 6 185228 3 292456008
8.3e-09 15.9219 1.875 8.1875 0 348792543 0 9254
8.3e-09 16.1406 2.51562 8.1875 0 0 0 361907966
8.3e-09 18.0469 2.79688 8.1875 1 239703069 3 96715349
8.3e-09 17.3906 1.96875 7.98438 0 154604463 0 159335449
8.3e-09 17.9844 2.29688 8.04688 4 361074519 3 9634862
8.3e-09 17.75 1.9375 8.1875 1 295361452 0 1546075
8.3e-09 16.2031 2.01562 8.1875 0 68590628 0 278907294
8.3e-09 17.7812 1.84375 8.1875 2 217278585 0 125416197
8.3e-09 17.4531 2.29688 8.0625 0 357407139 0 0
8.3e-09 16.9531 1.79688 8.26562 0 17105778 1 297994212
8.3e-09 15.875 2.5 8.1875 1 4711166 0 299502995
8.3e-09 19.6094 1.8125 8.09375 68 89129929 64 244577535
8.3e-09 18.2031 1.8125 8.15625 3 0 6 297403530
8.3e-09 18.1406 1.89062 8.1875 4 1535 3 321455688
8.3e-09 17.1406 2.45312 8.40625 1 321408374 1 5453
8.3e-09 17.25 2.5 8.1875 0 363181161 1 0
8.3e-09 16.6406 1.9375 8.1875 0 324515656 0 0
8.3e-09 22.125 2.875 8.1875 918 312548847 895 0
8.3e-09 17.25 2.73438 8.1875 0 398172 0 331543431
8.3e-09 18.0156 2.25 8.1875 5 100565609 3 270887481
8.3e-09 14.7656 2.78125 7.96875 0 4341410 0 290269576
8.3e-09 16.5625 2.21875 8.1875 0 320271268 1 9070365
8.3e-09 17.6719 2.01562 8.1875 1 1611512 2 290029553
8.3e-09 16.0469 2.25 8.1875 0 225892435 0 58695019
8.3e-09 17.1562 1.98438 8.1875 1 216371721 0 115511969
8.3e-09 15.8125 2.29688 7.95312 0 304209000 0 13982
8.3e-09 16.9844 1.89062 8.1875 0 292393404 0 52942653
8.3e-09 14.0156 2.21875 8.1875 0 189491 0 362829034
