8.3e-09 1.3125 1.85938 0 209567942 23 2 209371291 10 0
8.3e-09 1.65625 2.04688 0 195365876 8 0 195452375 1 0
8.3e-09 1.09375 1.48438 0 232474160 9 3 232428135 36 0
8.3e-09 1.09375 1.48438 0 230852834 10 0 230858317 7 0
8.3e-09 1.21875 1.76562 0 249701403 15 0 249946942 7 4
8.3e-09 1.6875 2.25 0 244120142 3 2 244079409 3 0
8.3e-09 1.17188 1.71875 0 200933835 2 0 200841718 8 0
8.3e-09 2.07812 2.46875 0 214466857 8 0 214660843 1 5
8.3e-09 1.09375 1.48438 0 235511454 17 0 235629381 9 0
8.3e-09 1.23438 1.78125 0 240074241 30 0 240105517 6 0
8.3e-09 1.10938 1.51562 0 224069880 12 1 224035688 33 2
8.3e-09 1.125 1.51562 0 221294141 1 0 221290638 6 0
8.3e-09 1.14062 1.70312 0 211550083 24 1 211476132 11 0
8.3e-09 1.89062 2.4375 0 227923311 24 0 227862440 1 0
8.3e-09 1.60938 2 0 212906859 7 2 212920343 2 0
8.3e-09 1.82812 2.375 0 258359337 4 0 258534421 3 0
8.3e-09 1.71875 2.26562 0 232069529 7 0 231859803 14 2
8.3e-09 1.76562 2.3125 0 215249048 6 0 215391612 15 0
8.3e-09 1.3125 1.85938 0 208170829 6 0 208141751 9 3
8.3e-09 1.29688 1.84375 0 214662827 8 1 214653898 22 1
8.3e-09 1.10938 1.5 0 225607278 5 0 225621486 19 0
8.3e-09 1.57812 1.96875 0 226408933 30 1 226543565 8 0
8.3e-09 1.32812 1.89062 0 199923771 1 0 199934091 0 0
8.3e-09 1.59375 2 0 217601855 5 1 217574831 6 0
8.3e-09 1.875 2.42188 0 231821163 2 0 231867283 35 4
8.3e-09 1.23438 1.79688 0 237147647 15 3 237119265 6 0
8.3e-09 1.79688 2.34375 0 200936266 13 0 200857274 7 0
8.3e-09 1.70312 2.25 0 241863790 5 0 241626426 0 1
8.3e-09 1.60938 2 0 214303111 22 0 214326218 15 1
8.3e-09 1.09375 1.48438 0 234486980 2 0 234500279 19 3
8.3e-09 1.1875 1.73438 0 197008742 9 0 197091182 8 0
8.3e-09 1.59375 1.98438 0 219477408 0 6 219380207 6 0
8.3e-09 1.1875 1.73438 0 195706191 9 1 195661003 12 0
8.3e-09 1.15625 1.70312 0 208830134 5 0 208752721 9 0
8.3e-09 1.59375 1.98438 0 220576298 10 0 220792517 14 0
8.3e-09 1.875 2.42188 0 236334211 2 0 236555971 23 0
8.3e-09 1.375 1.92188 0 245870455 10 0 246072203 27 0
8.3e-09 1.76562 2.3125 0 214854111 5 0 214523170 26 2
8.3e-09 1.125 1.51562 0 218718526 6 0 218719693 6 0
8.3e-09 1.09375 1.48438 0 230907451 14 0 230927136 4 0
8.3e-09 1.375 1.92188 0 248913873 8 0 248849806 11 1
8.3e-09 1.32812 1.875 0 200546360 2 0 200681162 26 9
8.3e-09 1.54688 1.9375 0 240288997 1 0 240331757 17 0
8.3e-09 2.0625 2.46875 0 217928585 3 0 217748047 10 0
8.3e-09 1.3125 1.85938 0 207016888 14 0 206958165 24 36
8.3e-09 1.15625 1.70312 0 207001225 0 0 207106876 26 1
8.3e-09 1.09375 1.48438 0 234757360 0 0 234813524 20 17
8.3e-09 1.21875 1.76562 0 248657486 15 0 248908703 6 0
8.3e-09 1.65625 2.04688 0 198231151 4 0 198092056 8 0
8.3e-09 1.10938 1.5 0 228106359 3 0 227990917 17 1
8.3e-09 1.71875 2.26562 0 233859612 10 0 234015884 28 0
8.3e-09 1.5625 1.96875 0 230470798 18 2 230495891 10 1
