0 0 0 0 0 0 0 0 0 0 7153922 3794336 0 0 0 0 0 0 0 0 0 0 0 218 0 0 0 0 0 0 0 0 0 15336 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 219363458 95579137 0 0 0 0 0 0 0 0 0 0 0 1096 0 0 0 0 0 0 0 0 0 193021 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16495467 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 349005832 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5104666 0 0 0 0 0 30644 0 0 0 0 51745 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 335820691 0 0 0 0 0 364597 0 
0 0 0 0 0 2312 0 8834027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 781905 0 287744527 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 9933264 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 307300988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 634 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 623 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5270545 0 0 0 0 0 5145772 0 0 0 0 0 0 0 0 2206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 172791030 0 0 0 0 0 111845445 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 20020 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1530142 0 0 0 0 0 0 0 0 10956 0 0 0 0 0 66 0 0 24 0 0 0 0 0 0 0 751880 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 317420960 0 0 0 0 0 0 0 0 235906 0 0 0 0 0 818 0 
0 0 0 0 0 0 0 17234768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 97788 0 0 0 0 729026 0 0 0 0 0 0 0 0 0 0 0 268050238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1222012 0 0 0 0 15238839 0 0 0 0 0 0 
0 0 0 0 0 0 0 2960146 0 0 1083180 1015368 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 121422 0 0 0 10841 0 0 0 0 0 0 0 0 93085144 0 0 193261266 44282980 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 43369476 0 0 0 144720 0 0 0 
195 224 0 0 0 28763796 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 297077118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
