2.8e-09 infty 2.75 10.9375 134 0 150 0
2.8e-09 infty 2.9375 10.9688 113 0 140 0
2.8e-09 infty 3.26562 10.9688 119 0 124 0
2.8e-09 21.625 2.53125 11.2188 0 30471939 0 398894234
2.8e-09 21.8906 2.45312 11 0 448830956 0 1880968
2.8e-09 20.4844 3.3125 11.0625 0 0 0 445881956
2.8e-09 infty 2.75 10.9375 118 0 130 2330
2.8e-09 infty 3.46875 11.0312 138 0 121 0
2.8e-09 infty 3.34375 11.1406 132 0 169 0
2.8e-09 infty 2.45312 11 118 15388 106 0
2.8e-09 infty 2.875 11.2344 163 447743 141 0
2.8e-09 21.8438 2.9375 10.9688 0 523171444 1 419
2.8e-09 infty 2.48438 11.0781 163 0 170 0
2.8e-09 23.9531 2.5625 11.3438 1 0 2 516764045
2.8e-09 infty 2.98438 11.0781 163 0 164 0
2.8e-09 infty 2.34375 11.1406 168 0 150 169911
2.8e-09 27.1562 2.96875 11.0312 72 12256288 73 413911832
2.8e-09 24.8438 2.35938 11.2031 5 381653576 16 24649694
2.8e-09 infty 2.375 11.2656 151 0 149 0
2.8e-09 26.4375 2.40625 11.3438 24 404156672 29 0
2.8e-09 infty 2.92188 10.9219 129 1749377 134 0
2.8e-09 26.4688 2.45312 11 25 406422029 31 18769602
2.8e-09 infty 2.46875 11.0469 134 0 137 0
2.8e-09 22.5938 3.03125 11.2188 0 476506073 1 0
2.8e-09 24.9531 2.89062 11.3281 12 475710594 8 1612
2.8e-09 24.1719 3.32812 11.0938 1 0 4 500359470
2.8e-09 24 2.39062 11.3281 3 0 4 494314724
2.8e-09 infty 2.5 11.125 160 1092282 159 0
2.8e-09 21.6094 2.54688 11.2344 0 0 0 467712579
2.8e-09 infty 2.85938 11.1719 145 0 135 0
2.8e-09 22.4531 3.42188 10.9531 0 485729703 0 1
2.8e-09 25.5781 2.84375 11.1406 8 0 11 436268436
2.8e-09 20.6406 3.46875 11.0469 0 0 0 445938815
2.8e-09 infty 3.3125 11.0469 127 0 100 0
2.8e-09 infty 3.39062 11.3438 143 0 135 210239035
2.8e-09 infty 2.90625 11.3594 136 0 144 0
2.8e-09 infty 2.79688 11.0312 137 5056542 96 0
2.8e-09 infty 2.5625 11.3125 134 4650020 138 0
2.8e-09 28.3125 2.51562 11.1719 158 372266449 149 0
2.8e-09 infty 2.90625 10.9219 160 0 146 0
2.8e-09 24.875 3.03125 11.2031 6 8589 8 405264587
2.8e-09 infty 3 11.0938 145 0 193 0
2.8e-09 infty 2.375 11.2031 171 0 137 0
2.8e-09 infty 2.48438 11.0781 174 9228 166 0
2.8e-09 27.1875 2.53125 11.1875 75 0 71 436003820
2.8e-09 27.6719 3.4375 10.9844 111 503456253 119 0
2.8e-09 26.5938 3.25 10.9531 37 0 53 427930442
2.8e-09 23.4375 2.79688 11.0156 1 658060 0 398254372
2.8e-09 22.75 2.73438 11.4062 0 0 2 520385511
2.8e-09 21.4688 3.28125 11 0 270264513 0 172251543
2.8e-09 20.0938 2.8125 11.0625 0 0 0 494065911
2.8e-09 infty 2.53125 11.1875 147 0 161 675950
2.8e-09 infty 2.375 11.25 174 0 160 0
2.8e-09 infty 2.53125 11.1719 173 213766 165 0
2.8e-09 24.4688 2.45312 10.9844 4 7305 5 422595735
2.8e-09 infty 3.26562 10.9844 111 0 131 0
2.8e-09 28.1562 2.40625 11.4062 137 342539808 132 0
2.8e-09 infty 3.01562 11.1562 142 0 150 0
2.8e-09 24.6406 2.51562 11.1406 3 0 3 412655918
2.8e-09 infty 2.875 11.2344 186 0 152 18655
2.8e-09 infty 2.96875 11.0625 162 0 159 0
2.8e-09 infty 2.42188 10.9375 138 0 135 0
2.8e-09 infty 2.48438 11.0781 157 0 144 0
2.8e-09 infty 2.4375 10.9844 132 691876 121 0
2.8e-09 infty 2.85938 11.1719 151 0 133 71052
2.8e-09 infty 2.75 11.4219 142 0 142 0
2.8e-09 27.7656 2.79688 11.0156 141 438629687 115 0
2.8e-09 26.7656 2.51562 11.1406 47 45539 45 421278619
2.8e-09 infty 2.90625 11.4375 170 0 125 0
2.8e-09 25.3281 2.40625 11.375 10 482491381 8 0
2.8e-09 infty 3.01562 11.1406 160 0 146 0
2.8e-09 21.2656 2.84375 11.1562 0 447534077 0 0
2.8e-09 infty 2.90625 11.3594 133 0 141 0
2.8e-09 infty 2.8125 11.0469 146 156956 98 0
2.8e-09 21 2.4375 10.9688 0 429703978 0 0
2.8e-09 infty 2.39062 11.3281 128 0 168 0
2.8e-09 26 2.45312 11 25 413766708 20 0
2.8e-09 infty 2.40625 11.3906 159 0 117 0
2.8e-09 21.4844 3.32812 11.1094 0 0 0 405297814
2.8e-09 infty 2.76562 10.9531 126 0 133 0
2.8e-09 infty 3.34375 11.1562 158 0 146 0
2.8e-09 21.2344 3 11.125 1 0 0 487650356
2.8e-09 21.1719 2.39062 11.3125 0 0 0 424406884
2.8e-09 infty 2.9375 10.9844 121 0 136 0
2.8e-09 21.1562 2.46875 11.0469 0 186590 0 430420177
2.8e-09 24.2031 2.45312 11 5 0 4 477255284
2.8e-09 infty 3.42188 10.9531 114 0 120 0
2.8e-09 infty 2.54688 11.2344 132 0 136 0
2.8e-09 21.1875 2.85938 11.1875 0 69413243 0 426499560
2.8e-09 infty 2.51562 11.1406 157 124017 149 0
2.8e-09 infty 3 11.1094 161 0 153 18184724
2.8e-09 24.0625 2.84375 11.1406 2 483044 4 400755337
2.8e-09 infty 2.5 11.1094 148 29156494 151 0
2.8e-09 28.4375 2.89062 11.2969 136 0 161 309699934
