6.2e-09 1.54688 1.90625 0 208145725 15 207942778 25
6.2e-09 1.21875 1.73438 0 217124720 24 217094451 13
6.2e-09 1.3125 1.82812 0 247487120 24 247569887 4
6.2e-09 1.65625 2.01562 0 223451587 19 223512162 4
6.2e-09 1.625 2 0 235135707 15 235041093 22
6.2e-09 1.5625 1.92188 0 201963288 1 201936447 3
6.2e-09 1.35938 1.875 0 220727588 18 220848852 30
6.2e-09 1.57812 1.9375 0 261572651 6 261773366 10
6.2e-09 1.5625 1.9375 0 197991632 55 198068266 10
6.2e-09 1.79688 2.3125 0 223741441 6 223947526 5
6.2e-09 1.90625 2.42188 0 242678982 17 242667227 45
6.2e-09 1.25 1.76562 0 207316494 10 207337431 4
6.2e-09 2.07812 2.45312 0 226515162 2 226513891 3
6.2e-09 1.57812 1.9375 0 259594429 11 259437244 3
6.2e-09 1.625 1.98438 0 238086010 13 238064986 3
6.2e-09 1.21875 1.73438 0 220928259 0 220902320 25
6.2e-09 1.25 1.76562 0 208316613 6 208374023 20
6.2e-09 1.59375 1.96875 0 251035771 3 251078995 30
6.2e-09 1.54688 1.92188 0 203439808 7 203469971 5
6.2e-09 1.21875 1.73438 0 218954135 1 218917122 6
6.2e-09 1.90625 2.42188 0 242508451 7 242533145 23
6.2e-09 1.625 2 0 232923894 9 233027720 13
6.2e-09 1.64062 2 0 231618690 39 231576271 8
6.2e-09 1.59375 1.96875 0 249211090 1 249160416 1
6.2e-09 1.26562 1.78125 0 200521096 2 200461299 46
6.2e-09 1.65625 2.01562 0 222869088 5 222971859 22
6.2e-09 1.79688 2.3125 0 226348666 2 226483033 5
6.2e-09 1.78125 2.29688 0 232045793 17 231871407 29
6.2e-09 1.25 1.76562 0 206949409 10 206993799 20
6.2e-09 1.29688 1.8125 0 251062272 32 251073670 7
6.2e-09 1.59375 1.96875 0 250212472 6 250318691 45
6.2e-09 1.32812 1.84375 0 234211710 10 234234040 8
6.2e-09 2.10938 2.46875 0 217959958 24 218004685 6
6.2e-09 1.5625 1.9375 0 262169955 5 262365371 14
6.2e-09 1.6875 2.20312 0 205770837 5 205749836 7
6.2e-09 1.60938 1.98438 0 241395008 1 241494586 95
6.2e-09 1.875 2.39062 0 259384093 36 259482960 12
6.2e-09 1.1875 1.70312 0 230885952 12 231016552 37
6.2e-09 1.89062 2.40625 0 245122136 2 245208135 18
6.2e-09 1.1875 1.70312 0 233086509 46 233148018 14
6.2e-09 1.23438 1.75 0 215937819 8 216098058 4
6.2e-09 1.20312 1.71875 0 224053589 2 224096981 15
6.2e-09 1.28125 1.79688 0 258154348 9 258283831 62
6.2e-09 1.21875 1.73438 0 220666236 9 220726946 18
6.2e-09 1.20312 1.71875 0 230428630 10 230416135 23
6.2e-09 1.21875 1.73438 0 218137857 10 218145459 25
6.2e-09 1.3125 1.82812 0 243334410 4 243372478 1
6.2e-09 1.625 2 0 234995537 7 235044395 5
6.2e-09 1.34375 1.85938 0 230631551 5 230624573 0
6.2e-09 1.35938 1.875 0 221863640 22 221984431 84
