3.16984e-09 1.78125 2.29688 0 200457078 13 200286474 5
3.16984e-09 1.67188 2.04688 0 242930799 5 243133234 11
3.16984e-09 2.35938 2.89062 0 206213383 5 206412655 1
3.16984e-09 1.60938 1.98438 0 206954669 22 206977780 0
3.16984e-09 2.125 2.5 0 244931489 6 244886473 15
3.16984e-09 1.71875 2.23438 0 224147908 0 224064988 5
3.16984e-09 2.07812 2.46875 0 195748099 15 196003016 6
3.16984e-09 2.375 2.90625 0 196580192 0 196628339 0
3.16984e-09 2.07812 2.45312 0 201470445 1 201316885 0
3.16984e-09 1.57812 1.95312 0 217698084 0 217816876 9
3.16984e-09 2.14062 2.51562 0 235803063 3 235878582 0
3.16984e-09 2.10938 2.48438 0 247160806 57 247142757 1
3.16984e-09 1.875 2.39062 0 223259296 8 223351923 1
3.16984e-09 1.70312 2.21875 0 231150734 0 231177789 0
3.16984e-09 2.40625 2.9375 0 249445026 7 249145360 0
3.16984e-09 2.0625 2.4375 0 206549756 1 206493793 12
3.16984e-09 2.28125 2.8125 0 237638309 1 237843281 19
3.16984e-09 1.78125 2.3125 0 196452211 6 196272304 12
3.16984e-09 1.65625 2.03125 0 251043211 1 250862595 18
3.16984e-09 1.5625 1.9375 0 226088296 20 226064329 19
3.16984e-09 1.75 2.28125 0 209660398 0 209540927 2
3.16984e-09 1.64062 2.01562 0 193548654 9 193581116 0
3.16984e-09 1.89062 2.40625 0 215690191 0 215770425 0
3.16984e-09 1.64062 2.01562 0 193711768 1 193733961 11
3.16984e-09 1.84375 2.375 0 232192471 5 232162667 2
3.16984e-09 1.67188 2.04688 0 243123741 8 242875326 5
3.16984e-09 2.39062 2.92188 0 192013557 0 191988596 6
3.16984e-09 2.26562 2.78125 0 248898789 10 249068613 1
3.16984e-09 1.75 2.28125 0 210262915 6 210484940 24
3.16984e-09 1.57812 1.95312 0 218744301 18 218610219 0
3.16984e-09 1.6875 2.21875 0 237539957 28 237569027 1
3.16984e-09 1.5625 1.9375 0 227453847 11 227427839 1
3.16984e-09 2.25 2.76562 0 192356744 0 192176625 0
3.16984e-09 2.07812 2.46875 0 195784380 4 195651275 0
3.16984e-09 1.85938 2.39062 0 225715197 12 225715068 6
3.16984e-09 1.84375 2.35938 0 236140492 0 236281870 15
3.16984e-09 2.21875 2.75 0 200167522 0 200381349 16
3.16984e-09 2.28125 2.8125 0 236169081 12 236242197 1
3.16984e-09 2.39062 2.92188 0 192152893 3 192052600 13
3.16984e-09 1.60938 1.98438 0 207042092 1 207140365 21
3.16984e-09 2.32812 2.85938 0 215640265 0 215761133 3
3.16984e-09 1.89062 2.40625 0 215987879 2 215855880 8
3.16984e-09 1.67188 2.04688 0 246598008 0 246417802 9
3.16984e-09 1.73438 2.25 0 218190000 8 218409607 1
3.16984e-09 1.5625 1.9375 0 226710931 0 226891128 12
3.16984e-09 1.79688 2.3125 0 194546273 1 194684398 2
3.16984e-09 1.89062 2.42188 0 214184333 1 214138654 3
3.16984e-09 2.35938 2.875 0 207221429 5 207196020 1
3.16984e-09 1.75 2.26562 0 211959679 1 211779849 2
3.16984e-09 2.15625 2.53125 0 229584831 16 229643233 7
3.16984e-09 1.6875 2.21875 0 236522018 3 236229851 0
3.16984e-09 1.76562 2.29688 0 200815374 0 200732806 3
3.16984e-09 2.125 2.51562 0 238744359 8 238531378 0
3.16984e-09 2.0625 2.4375 0 206299413 0 206413931 0
3.16984e-09 2.20312 2.73438 0 208331419 1 208464463 40
3.16984e-09 1.75 2.26562 0 212328730 1 212301815 8
3.16984e-09 2.34375 2.875 0 209004149 0 208836226 2
3.16984e-09 1.875 2.39062 0 221882541 30 221795328 0
3.16984e-09 1.64062 2.01562 0 194988086 1 195200854 18
3.16984e-09 1.76562 2.29688 0 202184340 0 202297523 0
3.16984e-09 1.5625 1.9375 0 226282267 0 226430888 9
3.16984e-09 2.28125 2.8125 0 238336653 3 238276984 3
3.16984e-09 1.71875 2.25 0 223821797 5 223528121 10
3.16984e-09 2.39062 2.90625 0 194752218 10 194652348 0
3.16984e-09 1.8125 2.32812 0 250848445 3 250986882 0
3.16984e-09 2.34375 2.875 0 210127236 4 209868811 0
3.16984e-09 1.875 2.40625 0 219052106 10 219095858 8
3.16984e-09 1.5625 1.9375 0 227661014 5 227587669 0
3.16984e-09 1.875 2.40625 0 217229218 0 217251740 3
3.16984e-09 2.09375 2.46875 0 192726326 15 192558486 8
3.16984e-09 1.78125 2.3125 0 197662126 32 197676306 19
3.16984e-09 1.5625 1.9375 0 226660934 14 226388836 10
3.16984e-09 2.34375 2.85938 0 213870328 8 213918509 1
3.16984e-09 1.79688 2.3125 0 193358569 0 193450925 2
3.16984e-09 1.5625 1.9375 0 227052775 33 227171487 9
3.16984e-09 2.07812 2.45312 0 201234821 7 201425917 0
3.16984e-09 2.26562 2.79688 0 244154283 0 244233045 3
3.16984e-09 2.32812 2.84375 0 220700204 1 220880476 0
3.16984e-09 1.59375 1.96875 0 214645381 5 214517208 1
3.16984e-09 1.625 2 0 201466959 47 201434316 2
3.16984e-09 1.59375 1.96875 0 213792208 1 213732051 11
3.16984e-09 1.84375 2.375 0 231493222 1 231642896 25
3.16984e-09 1.65625 2.03125 0 249295594 5 249528856 6
3.16984e-09 1.79688 2.32812 0 190057151 3 190111600 11
3.16984e-09 1.57812 1.95312 0 217930533 3 217948485 6
3.16984e-09 1.76562 2.28125 0 204637997 2 204584471 10
3.16984e-09 2.26562 2.78125 0 247560563 2 247592618 4
3.16984e-09 1.59375 1.96875 0 213409918 119 213722653 14
3.16984e-09 1.875 2.40625 0 218277119 2 218078151 5
3.16984e-09 1.70312 2.23438 0 230520805 9 230445949 1
3.16984e-09 2.20312 2.71875 0 210588873 3 210606399 3
3.16984e-09 1.625 2 0 200606180 0 200619427 3
3.16984e-09 1.73438 2.25 0 217331915 1 217599228 0
3.16984e-09 1.64062 2.01562 0 196952124 3 197037260 2
3.16984e-09 1.625 2 0 198448504 11 198332261 0
3.16984e-09 2.15625 2.54688 0 224466495 0 224593277 14
3.16984e-09 1.84375 2.375 0 233514294 10 233435937 5
3.16984e-09 1.625 2 0 201250672 15 201266772 0
3.16984e-09 1.85938 2.39062 0 225944620 0 225819600 4
3.16984e-09 1.84375 2.375 0 232019579 3 231981795 4
