4.7e-09 21.1406 2.34375 8.96875 0 237241321 0 257553554
4.7e-09 20.5 2.45312 9.4375 0 252658763 0 170886030
4.7e-09 20.3438 2.375 9 0 457232149 0 81095480
4.7e-09 21.4688 2.85938 9.01562 1 30484909 0 494434035
4.7e-09 21.4219 2.375 9 0 216231545 0 209455222
4.7e-09 21.9688 2.4375 9.0625 0 313504571 0 106899608
4.7e-09 23.6406 2.34375 8.96875 2 94163901 1 318695269
4.7e-09 21.4062 2.54688 9 0 433159560 0 0
4.7e-09 21.4688 2.48438 8.9375 0 239249298 0 284244671
4.7e-09 21.9062 2.78125 8.9375 0 267850352 1 198447862
4.7e-09 22.4844 2.21875 9 1 235302067 0 211703238
4.7e-09 21.125 2.35938 8.96875 0 409729315 0 86204877
4.7e-09 25.75 2.5 8.96875 15 490419975 13 0
4.7e-09 22.0781 3.01562 9.01562 0 0 0 473730266
4.7e-09 infty 2.51562 8.96875 301 0 320 0
4.7e-09 21.3594 2.46875 8.92188 0 221185553 1 240935984
4.7e-09 21.2188 1.98438 9.0625 0 370614363 0 64782808
4.7e-09 22.5 2.29688 9.0625 0 324261985 0 116421057
4.7e-09 24.5469 2.54688 9 1 13843360 3 406306745
4.7e-09 20.6719 2.39062 9.01562 0 429040997 0 0
4.7e-09 21.5156 2.4375 9.04688 0 286772361 0 198196232
4.7e-09 21.8594 2.03125 8.95312 0 142160463 0 356265021
4.7e-09 21.4531 2.76562 9.0625 0 305984349 0 225133732
4.7e-09 20.4688 2.25 9.01562 0 27430778 0 411191928
4.7e-09 22.1094 2.03125 8.96875 0 454028412 3 0
4.7e-09 21.4531 2.28125 9.04688 0 125521776 0 411590284
4.7e-09 20.6562 1.98438 9.0625 0 422104969 0 21216473
4.7e-09 21.9219 2.51562 8.98438 0 282815634 0 175168740
4.7e-09 22.1719 2.26562 9.03125 1 62959254 0 349451301
4.7e-09 22.5938 2 8.92188 1 167851412 1 333879852
4.7e-09 22.0938 2.23438 9.01562 0 461465337 0 0
4.7e-09 22.4219 2.48438 8.9375 0 0 0 493770419
4.7e-09 21.5625 2.73438 9.03125 0 259046863 0 185836512
4.7e-09 22.4844 1.98438 9.0625 1 70688545 0 376486610
4.7e-09 20.6562 2.5625 9.03125 0 67625568 0 371847442
4.7e-09 21.4219 2.35938 8.98438 0 361054859 0 54893822
4.7e-09 20.9375 2.28125 9.04688 1 510170797 0 0
4.7e-09 20.9375 2.04688 8.96875 0 414376710 0 86362053
4.7e-09 20.0781 2.89062 9.04688 0 196234089 0 258005824
4.7e-09 20.5469 2.3125 8.92188 0 404697514 0 116863730
4.7e-09 22.4844 2.29688 9.4375 0 0 2 443909903
4.7e-09 21.0312 2.29688 8.92188 0 431729484 0 0
4.7e-09 22.0469 2.25 9.01562 1 0 0 500279986
4.7e-09 20.0469 2 8.92188 0 1483768 0 481087523
4.7e-09 21.5938 2.875 9.03125 0 0 0 427978478
4.7e-09 21.625 2.03125 8.95312 0 26627764 0 518241459
4.7e-09 21.8906 2.04688 8.98438 0 325708966 0 158030686
4.7e-09 22.0312 2.85938 9.01562 0 0 0 518421719
4.7e-09 21.0938 2.5 8.95312 0 483762284 0 45778733
4.7e-09 21.0938 2.73438 9.03125 0 0 0 526807041
4.7e-09 22.5156 2.42188 9.03125 0 56902334 1 369981967
4.7e-09 20.4219 2.25 9.01562 0 137516728 0 342221825
4.7e-09 21.0938 2.53125 9 0 384535406 0 148228439
4.7e-09 23.0625 2.45312 8.92188 2 427298549 0 0
4.7e-09 20.5938 1.98438 9.0625 0 255940795 0 224406033
4.7e-09 21.25 1.98438 9.0625 0 40177725 0 376451488
4.7e-09 24.0469 2.03125 8.95312 3 0 0 524099747
4.7e-09 21.0156 2.35938 8.98438 0 369997146 0 80902624
4.7e-09 20.8438 2.51562 8.96875 0 366931654 0 71055754
